district_names,total_treatment_alb_mbd,total_target_alb,total_target_mbd,lf_alb_total_procured,sac_alb_total_procured,sth_mbd_total_procured,pzq_total_treatment,pzq_total_procured,ivm_total_treatment,ivm_total_procured
Yorro,24049.0,0.0,0.0,96678.0,0.0,0.0,11110.77,0.0,192394.0,269890.6
Yunusari,33843.0,0.0,0.0,136049.0,0.0,0.0,41288.4,59285.0,135372.0,379800.6
Yusufari,29880.0,0.0,0.0,120117.0,0.0,0.0,13804.560000000001,0.0,119519.0,335323.19999999995
Zaki,51496.0,0.0,0.0,0.0,0.0,0.0,62824.8,90208.5,0.0,0.0
Zango,41622.0,0.0,0.0,167322.0,0.0,0.0,0.0,0.0,166489.0,467102.19999999995
Zangon-Kataf,85096.0,0.0,85096.0,342088.0,0.0,0.0,39314.55,0.0,604424.2247896874,954987.8
Zaria,109796.0,0.0,0.0,0.0,0.0,0.0,133951.5,192336.75,0.0,0.0
Zing,34258.0,0.0,0.0,137717.0,0.0,0.0,15827.130000000001,0.0,274062.0,384454.8
Zurmi,79036.0,0.0,0.0,317724.0,0.0,0.0,96423.6,138451.5,341559.8371446875,886971.3999999999
Zuru,44528.0,0.0,0.0,179005.0,0.0,0.0,20572.2,0.0,184377.4758665625,499717.1999999999
orolu,27725.0,0.0,94266.0,111457.0,0.0,39075.0,12809.28,0.0,153332.56751562498,311147.6
